image, method, ite, acc, alpha, beta
000001_000024, GCmax-w2, 2, 0.5399, 0.250000, -1.000000
000001_000024, GCmax-w2, 3, 0.5633, 0.250000, -1.000000
000001_000024, GCmax-w2, 4, 0.5640, 0.250000, -1.000000
000001_000024, GCmax-w2, 5, 0.5662, 0.250000, -1.000000
000001_000024, GCmax-w2, 6, 0.8069, 0.250000, -1.000000
000001_000024, GCmax-w2, 7, 0.8728, 0.250000, -1.000000
000001_000024, GCmax-w2, 8, 0.9246, 0.250000, -1.000000
000001_000024, GCmax-w2, 9, 0.9502, 0.250000, -1.000000
000001_000024, GCmax-w2, 10, 0.9504, 0.250000, -1.000000
000001_000024, GCmax-w2, 11, 0.9637, 0.250000, -1.000000
000001_000024, GCmax-w2, 12, 0.9638, 0.250000, -1.000000
000001_000024, GCmax-w2, 13, 0.9732, 0.250000, -1.000000
000001_000024, GCmax-w2, 14, 0.9851, 0.250000, -1.000000
000001_000024, GCmax-w2, 15, 0.9867, 0.250000, -1.000000
000001_000024, GCmax-w2, 16, 0.9896, 0.250000, -1.000000
000001_000024, GCsum-w4, 1, 0.0000, -1.000000, -1.000000
000001_000024, GCsum-w4, 2, 0.5399, 0.100000, 70.000000
000001_000024, GCsum-w4, 3, 0.0155, 0.100000, 70.000000
000001_000024, GCsum-w4, 4, 0.0162, 0.100000, 70.000000
000001_000024, GCsum-w4, 5, 0.0178, 0.100000, 70.000000
000001_000024, GCsum-w4, 6, 0.0189, 0.100000, 70.000000
000001_000024, GCsum-w4, 7, 0.0193, 0.100000, 70.000000
000001_000024, GCsum-w4, 8, 0.0195, 0.100000, 70.000000
000001_000024, GCsum-w4, 9, 0.0205, 0.100000, 70.000000
000001_000024, GCsum-w4, 10, 0.0319, 0.100000, 70.000000
000001_000024, GCsum-w4, 11, 0.0360, 0.100000, 70.000000
000001_000024, GCsum-w4, 12, 0.0362, 0.100000, 70.000000
000001_000024, GCsum-w4, 13, 0.6703, 0.100000, 70.000000
000001_000024, GCsum-w4, 14, 0.6712, 0.100000, 70.000000
000001_000024, GCsum-w4, 15, 0.6716, 0.100000, 70.000000
000001_000024, GCsum-w4, 16, 0.6719, 0.100000, 70.000000
000001_000024, GCmax-DT-w6, 1, 0.0000, -1.000000, -1.000000
000001_000024, GCmax-DT-w6, 2, 0.5399, 0.200000, -1.000000
000001_000024, GCmax-DT-w6, 3, 0.9649, 0.200000, -1.000000
000001_000024, GCmax-DT-w6, 4, 0.9573, 0.200000, -1.000000
000001_000024, GCmax-DT-w6, 5, 0.9712, 0.200000, -1.000000
000001_000024, GCmax-DT-w6, 6, 0.9874, 0.200000, -1.000000
000001_000024, GCmax-DT-w6, 7, 0.9940, 0.200000, -1.000000
000001_000024, GCmax-DT-w10, 1, 0.0000, -1.000000, -1.000000
000001_000024, GCmax-DT-w10, 2, 0.5399, 0.100000, -1.000000
000001_000024, GCmax-DT-w10, 3, 0.9656, 0.100000, -1.000000
000001_000024, GCmax-DT-w10, 4, 0.9593, 0.100000, -1.000000
000001_000024, GCmax-DT-w10, 5, 0.9885, 0.100000, -1.000000
000001_000024, GCmax-DT-w10, 6, 0.9940, 0.100000, -1.000000
000001_000024, GCmax-DT-w7, 1, 0.0000, -1.000000, -1.000000
000001_000024, GCmax-DT-w7, 2, 0.5399, -1.000000, -1.000000
000001_000024, GCmax-DT-w7, 3, 0.9645, -1.000000, -1.000000
000001_000024, GCmax-DT-w7, 4, 0.9579, -1.000000, -1.000000
000001_000024, GCmax-DT-w7, 5, 0.9838, -1.000000, -1.000000
000001_000024, GCmax-DT-w7, 6, 0.9892, -1.000000, -1.000000
000001_000024, GCmax-DT-w7, 7, 0.9919, -1.000000, -1.000000
000001_000024, GCmax-DT-w11, 1, 0.0000, -1.000000, -1.000000
000001_000024, GCmax-DT-w11, 2, 0.5399, -1.000000, -1.000000
000001_000024, GCmax-DT-w11, 3, 0.9652, -1.000000, -1.000000
000001_000024, GCmax-DT-w11, 4, 0.9590, -1.000000, -1.000000
000001_000024, GCmax-DT-w11, 5, 0.9871, -1.000000, -1.000000
000001_000024, GCmax-DT-w11, 6, 0.9878, -1.000000, -1.000000
000001_000024, GCmax-DT-w11, 7, 0.9567, -1.000000, -1.000000
000001_000024, GCmax-DT-w11, 8, 0.9787, -1.000000, -1.000000
000001_000024, GCmax-DT-w11, 9, 0.9935, -1.000000, -1.000000
000001_000024, GCmax-DT-w8, 1, 0.0000, -1.000000, -1.000000
000001_000024, GCmax-DT-w8, 2, 0.5399, 0.200000, -1.000000
000001_000024, GCmax-DT-w8, 3, 0.9650, 0.200000, -1.000000
000001_000024, GCmax-DT-w8, 4, 0.9574, 0.200000, -1.000000
000001_000024, GCmax-DT-w8, 5, 0.9874, 0.200000, -1.000000
000001_000024, GCmax-DT-w8, 6, 0.9939, 0.200000, -1.000000
000001_000024, GCmax-DT-w12, 1, 0.0000, -1.000000, -1.000000
000001_000024, GCmax-DT-w12, 2, 0.5399, 0.100000, -1.000000
000001_000024, GCmax-DT-w12, 3, 0.9652, 0.100000, -1.000000
000001_000024, GCmax-DT-w12, 4, 0.9605, 0.100000, -1.000000
000001_000024, GCmax-DT-w12, 5, 0.9914, 0.100000, -1.000000
000001_000026, GCmax-w1, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCmax-w1, 2, 0.2877, -1.000000, -1.000000
000001_000026, GCmax-w1, 3, 0.2898, -1.000000, -1.000000
000001_000026, GCmax-w1, 4, 0.2902, -1.000000, -1.000000
000001_000026, GCmax-w1, 5, 0.6148, -1.000000, -1.000000
000001_000026, GCmax-w1, 6, 0.3641, -1.000000, -1.000000
000001_000026, GCmax-w1, 7, 0.3672, -1.000000, -1.000000
000001_000026, GCmax-w1, 8, 0.5401, -1.000000, -1.000000
000001_000026, GCmax-w1, 9, 0.6072, -1.000000, -1.000000
000001_000026, GCmax-w1, 10, 0.6672, -1.000000, -1.000000
000001_000026, GCmax-w1, 11, 0.7729, -1.000000, -1.000000
000001_000026, GCmax-w1, 12, 0.7876, -1.000000, -1.000000
000001_000026, GCmax-w1, 13, 0.7877, -1.000000, -1.000000
000001_000026, GCmax-w1, 14, 0.8099, -1.000000, -1.000000
000001_000026, GCmax-w1, 15, 0.8112, -1.000000, -1.000000
000001_000026, GCmax-w1, 16, 0.8236, -1.000000, -1.000000
000001_000026, GCsum-w3, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCsum-w3, 2, 0.2877, -1.000000, -1.000000
000001_000026, GCsum-w3, 3, 0.2880, -1.000000, -1.000000
000001_000026, GCsum-w3, 4, 0.2883, -1.000000, -1.000000
000001_000026, GCsum-w3, 5, 0.6105, -1.000000, -1.000000
000001_000026, GCsum-w3, 6, 0.3631, -1.000000, -1.000000
000001_000026, GCsum-w3, 7, 0.3659, -1.000000, -1.000000
000001_000026, GCsum-w3, 8, 0.3659, -1.000000, -1.000000
000001_000026, GCsum-w3, 9, 0.5774, -1.000000, -1.000000
000001_000026, GCsum-w3, 10, 0.6253, -1.000000, -1.000000
000001_000026, GCsum-w3, 11, 0.6253, -1.000000, -1.000000
000001_000026, GCsum-w3, 12, 0.7706, -1.000000, -1.000000
000001_000026, GCsum-w3, 13, 0.7749, -1.000000, -1.000000
000001_000026, GCsum-w3, 14, 0.7751, -1.000000, -1.000000
000001_000026, GCsum-w3, 15, 0.8045, -1.000000, -1.000000
000001_000026, GCsum-w3, 16, 0.8052, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 2, 0.2877, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 3, 0.3324, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 4, 0.3696, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 5, 0.6369, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 6, 0.4831, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 7, 0.6287, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 8, 0.8215, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 9, 0.8743, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 10, 0.9092, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 11, 0.8934, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 12, 0.9233, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 13, 0.9407, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 14, 0.8658, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 15, 0.9104, -1.000000, -1.000000
000001_000026, GCmax-DT-w5, 16, 0.8189, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 2, 0.2877, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 3, 0.6073, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 4, 0.7077, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 5, 0.4327, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 6, 0.6208, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 7, 0.7825, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 8, 0.7510, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 9, 0.8058, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 10, 0.3991, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 11, 0.7897, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 12, 0.7942, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 13, 0.8106, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 14, 0.8410, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 15, 0.9031, -1.000000, -1.000000
000001_000026, GCmax-DT-w9, 16, 0.9309, -1.000000, -1.000000
000001_000026, GCmax-w2, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCmax-w2, 2, 0.2877, 0.250000, -1.000000
000001_000026, GCmax-w2, 3, 0.3621, 0.250000, -1.000000
000001_000026, GCmax-w2, 4, 0.5029, 0.250000, -1.000000
000001_000026, GCmax-w2, 5, 0.6415, 0.250000, -1.000000
000001_000026, GCmax-w2, 6, 0.4067, 0.250000, -1.000000
000001_000026, GCmax-w2, 7, 0.5311, 0.250000, -1.000000
000001_000026, GCmax-w2, 8, 0.5318, 0.250000, -1.000000
000001_000026, GCmax-w2, 9, 0.5998, 0.250000, -1.000000
000001_000026, GCmax-w2, 10, 0.6339, 0.250000, -1.000000
000001_000026, GCmax-w2, 11, 0.7128, 0.250000, -1.000000
000001_000026, GCmax-w2, 12, 0.7295, 0.250000, -1.000000
000001_000026, GCmax-w2, 13, 0.8244, 0.250000, -1.000000
000001_000026, GCmax-w2, 14, 0.8428, 0.250000, -1.000000
000001_000026, GCmax-w2, 15, 0.8499, 0.250000, -1.000000
000001_000026, GCmax-w2, 16, 0.8506, 0.250000, -1.000000
000001_000026, GCsum-w4, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCsum-w4, 2, 0.2877, 0.100000, 70.000000
000001_000026, GCsum-w4, 3, 0.2882, 0.100000, 70.000000
000001_000026, GCsum-w4, 4, 0.2883, 0.100000, 70.000000
000001_000026, GCsum-w4, 5, 0.6223, 0.100000, 70.000000
000001_000026, GCsum-w4, 6, 0.3648, 0.100000, 70.000000
000001_000026, GCsum-w4, 7, 0.3660, 0.100000, 70.000000
000001_000026, GCsum-w4, 8, 0.5439, 0.100000, 70.000000
000001_000026, GCsum-w4, 9, 0.5440, 0.100000, 70.000000
000001_000026, GCsum-w4, 10, 0.6239, 0.100000, 70.000000
000001_000026, GCsum-w4, 11, 0.7003, 0.100000, 70.000000
000001_000026, GCsum-w4, 12, 0.7005, 0.100000, 70.000000
000001_000026, GCsum-w4, 13, 0.7055, 0.100000, 70.000000
000001_000026, GCsum-w4, 14, 0.7192, 0.100000, 70.000000
000001_000026, GCsum-w4, 15, 0.7995, 0.100000, 70.000000
000001_000026, GCsum-w4, 16, 0.7997, 0.100000, 70.000000
000001_000026, GCmax-DT-w6, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCmax-DT-w6, 2, 0.2877, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 3, 0.4269, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 4, 0.4488, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 5, 0.6673, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 6, 0.7494, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 7, 0.4837, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 8, 0.6738, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 9, 0.8485, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 10, 0.8779, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 11, 0.8906, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 12, 0.8946, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 13, 0.8983, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 14, 0.9026, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 15, 0.9121, 0.200000, -1.000000
000001_000026, GCmax-DT-w6, 16, 0.9196, 0.200000, -1.000000
000001_000026, GCmax-DT-w10, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCmax-DT-w10, 2, 0.2877, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 3, 0.6292, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 4, 0.7326, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 5, 0.7781, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 6, 0.3475, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 7, 0.8588, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 8, 0.8201, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 9, 0.6678, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 10, 0.8881, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 11, 0.9334, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 12, 0.9525, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 13, 0.9630, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 14, 0.9526, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 15, 0.9618, 0.100000, -1.000000
000001_000026, GCmax-DT-w10, 16, 0.9627, 0.100000, -1.000000
000001_000026, GCmax-DT-w7, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 2, 0.2877, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 3, 0.3347, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 4, 0.3722, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 5, 0.6294, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 6, 0.4843, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 7, 0.6490, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 8, 0.8281, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 9, 0.9018, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 10, 0.8979, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 11, 0.9025, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 12, 0.9349, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 13, 0.9265, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 14, 0.7612, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 15, 0.9296, -1.000000, -1.000000
000001_000026, GCmax-DT-w7, 16, 0.7659, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 2, 0.2877, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 3, 0.6191, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 4, 0.7231, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 5, 0.4396, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 6, 0.7099, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 7, 0.7939, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 8, 0.8177, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 9, 0.7527, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 10, 0.8518, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 11, 0.8701, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 12, 0.8585, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 13, 0.8576, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 14, 0.9208, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 15, 0.8964, -1.000000, -1.000000
000001_000026, GCmax-DT-w11, 16, 0.9198, -1.000000, -1.000000
000001_000026, GCmax-DT-w8, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCmax-DT-w8, 2, 0.2877, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 3, 0.3503, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 4, 0.4770, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 5, 0.6426, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 6, 0.6328, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 7, 0.8040, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 8, 0.8632, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 9, 0.8916, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 10, 0.8956, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 11, 0.9084, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 12, 0.9177, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 13, 0.7004, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 14, 0.8168, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 15, 0.9258, 0.200000, -1.000000
000001_000026, GCmax-DT-w8, 16, 0.9021, 0.200000, -1.000000
000001_000026, GCmax-DT-w12, 1, 0.0000, -1.000000, -1.000000
000001_000026, GCmax-DT-w12, 2, 0.2877, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 3, 0.6309, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 4, 0.7364, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 5, 0.3946, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 6, 0.6789, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 7, 0.8163, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 8, 0.8330, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 9, 0.8814, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 10, 0.8888, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 11, 0.8836, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 12, 0.8876, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 13, 0.9193, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 14, 0.9194, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 15, 0.9317, 0.100000, -1.000000
000001_000026, GCmax-DT-w12, 16, 0.9561, 0.100000, -1.000000
000001_000027, GCmax-w1, 1, 0.0000, -1.000000, -1.000000
000001_000027, GCmax-w1, 2, 0.4669, -1.000000, -1.000000
000001_000027, GCmax-w1, 3, 0.1692, -1.000000, -1.000000
000001_000027, GCmax-w1, 4, 0.1987, -1.000000, -1.000000
000001_000027, GCmax-w1, 5, 0.7192, -1.000000, -1.000000
000001_000027, GCmax-w1, 6, 0.7664, -1.000000, -1.000000
000001_000027, GCmax-w1, 7, 0.7961, -1.000000, -1.000000
000001_000027, GCmax-w1, 8, 0.8287, -1.000000, -1.000000
000001_000027, GCmax-w1, 9, 0.8349, -1.000000, -1.000000
000001_000027, GCmax-w1, 10, 0.8386, -1.000000, -1.000000
000001_000027, GCmax-w1, 11, 0.8526, -1.000000, -1.000000
000001_000027, GCmax-w1, 12, 0.8617, -1.000000, -1.000000
000001_000027, GCmax-w1, 13, 0.8803, -1.000000, -1.000000
000001_000027, GCmax-w1, 14, 0.8942, -1.000000, -1.000000
000001_000027, GCmax-w1, 15, 0.9076, -1.000000, -1.000000
000001_000027, GCmax-w1, 16, 0.9077, -1.000000, -1.000000
000001_000027, GCsum-w3, 1, 0.0000, -1.000000, -1.000000
000001_000027, GCsum-w3, 2, 0.4669, -1.000000, -1.000000
000001_000027, GCsum-w3, 3, 0.2900, -1.000000, -1.000000
000001_000027, GCsum-w3, 4, 0.3157, -1.000000, -1.000000
000001_000027, GCsum-w3, 5, 0.7763, -1.000000, -1.000000
000001_000027, GCsum-w3, 6, 0.8084, -1.000000, -1.000000
000001_000027, GCsum-w3, 7, 0.8371, -1.000000, -1.000000
000001_000027, GCsum-w3, 8, 0.8372, -1.000000, -1.000000
000001_000027, GCsum-w3, 9, 0.8466, -1.000000, -1.000000
000001_000027, GCsum-w3, 10, 0.8685, -1.000000, -1.000000
000001_000027, GCsum-w3, 11, 0.8685, -1.000000, -1.000000
000001_000027, GCsum-w3, 12, 0.8764, -1.000000, -1.000000
000001_000027, GCsum-w3, 13, 0.8764, -1.000000, -1.000000
000001_000027, GCsum-w3, 14, 0.8765, -1.000000, -1.000000
000001_000027, GCsum-w3, 15, 0.8765, -1.000000, -1.000000
000001_000027, GCsum-w3, 16, 0.8854, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 1, 0.0000, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 2, 0.4669, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 3, 0.8261, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 4, 0.8794, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 5, 0.2515, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 6, 0.8172, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 7, 0.8301, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 8, 0.8394, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 9, 0.8791, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 10, 0.8861, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 11, 0.9142, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 12, 0.9235, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 13, 0.9440, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 14, 0.9533, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 15, 0.9532, -1.000000, -1.000000
000001_000027, GCmax-DT-w5, 16, 0.9523, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 1, 0.0000, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 2, 0.4669, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 3, 0.8138, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 4, 0.8779, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 5, 0.8959, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 6, 0.6519, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 7, 0.8071, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 8, 0.8295, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 9, 0.8424, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 10, 0.8990, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 11, 0.9463, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 12, 0.9537, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 13, 0.9350, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 14, 0.9666, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 15, 0.9751, -1.000000, -1.000000
000001_000027, GCmax-DT-w9, 16, 0.9740, -1.000000, -1.000000
000001_000027, GCmax-w2, 1, 0.0000, -1.000000, -1.000000
000001_000027, GCmax-w2, 2, 0.4669, 0.250000, -1.000000
000001_000027, GCmax-w2, 3, 0.1056, 0.250000, -1.000000
000001_000027, GCmax-w2, 4, 0.5408, 0.250000, -1.000000
000001_000027, GCmax-w2, 5, 0.7394, 0.250000, -1.000000
000001_000027, GCmax-w2, 6, 0.8377, 0.250000, -1.000000
000001_000027, GCmax-w2, 7, 0.8558, 0.250000, -1.000000
000001_000027, GCmax-w2, 8, 0.8854, 0.250000, -1.000000
000001_000027, GCmax-w2, 9, 0.9048, 0.250000, -1.000000
000001_000027, GCmax-w2, 10, 0.9220, 0.250000, -1.000000
000001_000027, GCmax-w2, 11, 0.9276, 0.250000, -1.000000
000001_000027, GCmax-w2, 12, 0.9409, 0.250000, -1.000000
000001_000027, GCmax-w2, 13, 0.9513, 0.250000, -1.000000
000001_000027, GCmax-w2, 14, 0.9523, 0.250000, -1.000000
000001_000027, GCmax-w2, 15, 0.9534, 0.250000, -1.000000
000001_000027, GCmax-w2, 16, 0.9614, 0.250000, -1.000000
000001_000027, GCsum-w4, 1, 0.0000, -1.000000, -1.000000
000001_000027, GCsum-w4, 2, 0.4669, 0.100000, 70.000000
000001_000027, GCsum-w4, 3, 0.1084, 0.100000, 70.000000
000001_000027, GCsum-w4, 4, 0.6680, 0.100000, 70.000000
000001_000027, GCsum-w4, 5, 0.7488, 0.100000, 70.000000
000001_000027, GCsum-w4, 6, 0.7794, 0.100000, 70.000000
000001_000027, GCsum-w4, 7, 0.8123, 0.100000, 70.000000
000001_000027, GCsum-w4, 8, 0.8123, 0.100000, 70.000000
000001_000027, GCsum-w4, 9, 0.8222, 0.100000, 70.000000
000001_000027, GCsum-w4, 10, 0.8344, 0.100000, 70.000000
000001_000027, GCsum-w4, 11, 0.8475, 0.100000, 70.000000
000001_000027, GCsum-w4, 12, 0.8737, 0.100000, 70.000000
000001_000027, GCsum-w4, 13, 0.8738, 0.100000, 70.000000
000001_000027, GCsum-w4, 14, 0.8740, 0.100000, 70.000000
000001_000027, GCsum-w4, 15, 0.8900, 0.100000, 70.000000
000001_000027, GCsum-w4, 16, 0.8902, 0.100000, 70.000000
000001_000027, GCmax-DT-w6, 1, 0.0000, -1.000000, -1.000000
000001_000027, GCmax-DT-w6, 2, 0.4669, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 3, 0.8132, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 4, 0.8739, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 5, 0.8849, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 6, 0.2881, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 7, 0.8669, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 8, 0.8757, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 9, 0.9167, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 10, 0.9382, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 11, 0.9542, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 12, 0.9696, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 13, 0.9753, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 14, 0.9629, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 15, 0.9784, 0.200000, -1.000000
000001_000027, GCmax-DT-w6, 16, 0.9831, 0.200000, -1.000000
000001_000027, GCmax-DT-w10, 1, 0.0000, -1.000000, -1.000000
000001_000027, GCmax-DT-w10, 2, 0.4669, 0.100000, -1.000000
000001_000027, GCmax-DT-w10, 3, 0.8199, 0.100000, -1.000000
000001_000027, GCmax-DT-w10, 4, 0.8803, 0.100000, -1.000000
000001_000027, GCmax-DT-w10, 5, 0.8956, 0.100000, -1.000000
